#STYX channel mapping and calibration file.
#Time borders for demultiplexing first:
-100	100	300	500	700	900	1100
#Values are represented in TAB separated table.
#Module, board and channel numbers start from one, a 0 means not connected
#Module numbers increase from bottom to top.
#Calibration constants are given in ns per timing bin.
#TRB	TDC	TDC ch	Module	FE Brd	STT Ch	cal c	Edge Flip
73	0	0	3	2	4	0.1	1	45	65
73	0	1	3	2	2	0.1	0	50	65
73	0	2	3	2	3	0.1	1	50	65
73	0	3	3	2	1	0.1	0	50	65
73	0	4	3	2	8	0.1	1	50	65
73	0	5	3	2	6	0.1	0	50	65
73	0	6	3	2	7	0.1	1	50	65
73	0	7	3	2	5	0.1	0	50	65
73	0	8	3	2	12	0.1	1	50	65
73	0	9	3	2	10	0.1	0	50	65
73	0	10	3	2	11	0.1	1	50	65
73	0	11	3	2	9	0.1	0	50	65
73	0	12	3	2	16	0.1	1	50	65
73	0	13	3	2	14	0.1	0	50	65
73	0	14	3	2	15	0.1	1	50	65
73	0	15	3	2	13	0.1	0	50	65
73	0	16	3	1	4	0.1	1	50	65
73	0	17	3	1	2	0.1	0	20	65
73	0	18	3	1	3	0.1	1	50	65
73	0	19	3	1	8	0.1	1	50	65
73	0	20	3	1	6	0.1	0	50	65
73	0	21	3	1	7	0.1	1	50	65
73	0	22	3	1	5	0.1	0	50	65
73	0	23	3	1	12	0.1	1	50	65
73	0	24	3	1	10	0.1	0	50	65
73	0	25	3	1	11	0.1	1	50	65
73	0	26	3	1	9	0.1	0	50	65
73	0	27	3	1	16	0.1	1	50	65
73	0	28	3	1	14	0.1	0	50	65
73	0	29	3	1	15	0.1	1	50	65
73	0	30	3	1	13	0.1	0	50	65
73	0	31	0	0	0	0.1	0	70	72
73	1	0	2	2	4	0.1	0	50	65
73	1	1	2	2	2	0.1	0	50	65
73	1	2	2	2	3	0.1	1	38	65
73	1	3	2	2	1	0.1	0	50	65
73	1	4	2	2	8	0.1	1	50	65
73	1	5	2	2	6	0.1	0	50	65
73	1	6	2	2	7	0.1	1	50	65
73	1	7	2	2	5	0.1	0	50	65
73	1	8	2	2	12	0.1	1	50	65
73	1	9	2	2	10	0.1	0	50	65
73	1	10	2	2	11	0.1	1	50	65
73	1	11	2	2	9	0.1	0	50	65
73	1	12	2	2	16	0.1	1	50	65
73	1	13	2	2	14	0.1	0	50	65
73	1	14	2	2	15	0.1	1	50	65
73	1	15	2	2	13	0.1	0	50	65
73	1	16	2	1	4	0.1	1	50	65
73	1	17	2	1	2	0.1	0	50	65
73	1	18	2	1	3	0.1	1	50	65
73	1	19	2	1	8	0.1	1	50	65
73	1	20	2	1	6	0.1	0	50	65
73	1	21	2	1	7	0.1	1	50	65
73	1	22	2	1	5	0.1	0	40	65
73	1	23	2	1	12	0.1	1	50	65
73	1	24	2	1	10	0.1	0	50	65
73	1	25	2	1	11	0.1	1	50	65
73	1	26	2	1	9	0.1	0	50	65
73	1	27	2	1	16	0.1	1	50	65
73	1	28	2	1	14	0.1	0	50	65
73	1	29	2	1	15	0.1	1	50	65
73	1	30	2	1	13	0.1	0	0	65
73	1	31	0	0	0	0.1	0	70	72
73	2	0	1	2	4	0.1	0	45	65
73	2	1	1	2	2	0.1	0	50	65
73	2	2	1	2	3	0.1	1	50	65
73	2	3	1	2	1	0.1	0	50	65
73	2	4	1	2	8	0.1	1	50	65
73	2	5	1	2	6	0.1	0	50	65
73	2	6	1	2	7	0.1	1	50	65
73	2	7	1	2	5	0.1	0	50	65
73	2	8	1	2	12	0.1	1	50	65
73	2	9	1	2	10	0.1	0	50	65
73	2	10	1	2	11	0.1	1	50	65
73	2	11	1	2	9	0.1	0	50	65
73	2	12	1	2	16	0.1	1	50	65
73	2	13	1	2	14	0.1	0	50	65
73	2	14	1	2	15	0.1	1	50	65
